name,range,patternnum,pattern_id,underlying_LSC,underlying_intricacy
0.5862_9neigh_outertot_code93737_IC1_iter05.png,13,2,87,0.7763934740203636,32
0.6406_5neigh_tot_code462_IC2_iter20.png,13,3,88,0.8573276323656119,39
0.7155_9neigh_outertot_code736_IC3_iter20.png,13,4,90,0.946626538265491,63
0.7231_5neigh_outertot_code478_IC1_iter30.png,13,5,89,0.8996233260850948,102
0.7827_9neigh_outertot_code3276_IC3_iter40.png,13,6,91,0.9722793871439692,120
0.8472_5neigh_outertot_code452_IC1_iter35.png,13,7,86,0.5153611031101626,489
0.3658_5neigh_outertot_code462_IC1_iter10.png,14,1,92,0.4331344620558702,14
0.6235_5neigh_outertot_code483_IC1_iter15.png,14,2,94,0.8253869309445139,41
0.6240_9neigh_outertot_code15822_IC1_iter20.png,14,3,93,0.7266153533971146,106
0.6582_5neigh_tot_code497_IC2_iter25.png,14,4,95,0.8915946922244556,36
0.6844_9neigh_outertot_code478_IC2_iter25.png,14,5,96,0.9217867638198928,45
0.7018_5neigh_tot_code483_IC2_iter40.png,14,6,97,0.9479751547424754,47
0.8064_5neigh_outertot_code461_IC1_iter25.png,14,7,98,0.9724226038193264,146
